"번호","sourceSegment","exerciseStableKey","운동명","bodyRegion","category","forceType","movementPattern","movementCategory","laterality","plane","equipmentTags","primaryMuscles","secondaryMuscles","scapularDemand","hipDemand","legacyJointEmphasis","jointEmphasisAuthority","운동군","운동군_ko","연구구분","대표연구운동","scoreStatus","scoreRowCount","mappedLoadUnitStableKeys","mappedJointComplexStableKeys","mappedComponentTissueStableKeys","mappedLoadUnitCount","P_load_profile","DoseBasis","DoseUnit","DoseRule","metadataUpdatedAt","description"
"125","LOWER_90","ex_c5043892","프론트 스쿼트","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","STRENGTH","BILATERAL","SAGITTAL","바벨","대퇴사두근/코어","둔근/상부등","","","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","12","lu_2d44aafe1e|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_f41bde5976","12","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","바벨을 앞쪽 어깨에 올리고 스쿼트한다. 상체를 세운 자세로 대퇴사두근과 코어를 함께 훈련한다."
"126","LOWER_90","ex_7ce96a7a","프론트풋 엘리베이티드 스플릿 스쿼트","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STRENGTH","ALTERNATING","SAGITTAL","덤벨|박스/스텝박스","대퇴사두근/둔근","내전근/햄스트링/코어","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","13","lu_2d44aafe1e|lu_348ac6b7a6|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_f41bde5976","13","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","앞발을 낮은 발판에 올리고 깊게 내려간다. 무릎 전방 범위와 둔근 사용을 함께 늘릴 때 쓴다."
"127","UPPER_95","ex_e994008a","프리처 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","ACCESSORY","BILATERAL","SAGITTAL","EZ바|덤벨","이두근","전완근","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_SUPINATED","회외·중립 이두 컬","운동군 전이","N","SCORED_RESEARCH_DRAFT","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","팔꿈치를 패드에 고정해 반동을 줄이고 컬한다. 아놀드식 팔 훈련에서 자주 보이는 이두 고립운동이다."
"128","UPPER_95","ex_91b749b3","플랫 덤벨 플라이","UPPER","근력운동","PUSH","CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","ACCESSORY","BILATERAL","TRANSVERSE","덤벨","대흉근","전면삼각근/전거근","SCAPULAR_CONTROL_LIGHT","","SHOULDER","DEPRECATED_AFTER_NEW_MAP","CHEST_FLY","체스트 플라이","운동군 전이","N","SCORED_RESEARCH_DRAFT","14","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","14","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","팔꿈치를 살짝 굽힌 채 양팔을 벌렸다가 가슴 앞으로 모은다. 프레스보다 가슴 늘어남과 수축 감각을 우선한다."
"129","REMAINING_54","ex_2a826c82","할로우 바디 홀드","TRUNK","근력운동","CORE","CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","SUPPORT","BILATERAL","ANTI_EXTENSION","맨몸","복직근/심부코어","고관절굴곡근","","","SPINE|HIP","DEPRECATED_AFTER_NEW_MAP","HOLLOW_HOLD","안티익스텐션 홀드","대표 연구","Y","SCORED_RESEARCH_DRAFT","8","lu_45688de60a|lu_9462525798|lu_a18a644473|lu_a9651bd8d7|lu_cd23e2d8c0|lu_d967354bce|lu_f037b5f8ea|lu_ff559f42cd","jc_209871f411|jc_5c5aab6f67|jc_864898a64c|jc_ae763d5994","tissue_06987e1084|tissue_09652eadcf|tissue_21a56b379e|tissue_50091b2878|tissue_58cb5518ad|tissue_599a0d89b2|tissue_bb60f64b7d|tissue_f41bde5976","8","HOLD","DURATION_HOLD","초·세트","seconds × sets × effortModifier","1781278881407","허리를 바닥에 붙이고 팔과 다리를 뻗은 채 버틴다. 몸통이 꺾이지 않는 기본 코어 긴장을 만든다."
"130","UPPER_95","ex_2892da5a","해머 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS","ACCESSORY","BILATERAL","SAGITTAL","덤벨","상완요골근/이두근","전완근","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_NEUTRAL","중립그립 해머 컬","대표 연구","Y","SCORED_RESEARCH_DRAFT","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","엄지가 위를 향하게 들고 컬한다. 팔 두께와 그립 보조에 좋고 배드민턴 전완 보강에도 쓸 수 있다."
"131","LOWER_90","ex_e9e97659","핵 스쿼트","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","STRENGTH","BILATERAL","SAGITTAL","핵스쿼트 머신","대퇴사두근","둔근/햄스트링","","","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","12","lu_2d44aafe1e|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_f41bde5976","12","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","머신에서 등을 대고 깊게 내려갔다가 밀어 올린다. 대퇴사두근에 집중하기 쉬운 보디빌딩 하체 운동이다."
"132","UPPER_95","ex_fa2e73b3","핸드스탠드 푸시업","UPPER","근력운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","STRENGTH","BILATERAL","SAGITTAL","벽|맨몸","전면삼각근/측면삼각근","삼두근/상부승모근/코어","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","HANDSTAND_PUSHUP","핸드스탠드 푸시업","대표 연구","Y","SCORED_RESEARCH_DRAFT","18","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_63101fe8b2|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8|lu_f037b5f8ea|lu_fb7a2d91e6","jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_5a830323a8|tissue_5b2967ff08|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_caedb51e8e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e","18","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","0.90 × bodyWeight × reps × sets × ROM × effortModifier","1781278881407","벽을 이용하거나 물구나무 자세에서 팔을 굽혔다 편다. 난도가 높으므로 범위와 자세 품질을 먼저 관리한다."
"133","REMAINING_54","ex_b3f447be","행잉 레그 레이즈","TRUNK","근력운동","CORE","CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ACCESSORY","BILATERAL","SAGITTAL","철봉/풀업바","복직근/고관절굴곡근","전완근/광배근","","","SPINE|HIP","DEPRECATED_AFTER_NEW_MAP","HANGING_LEG_RAISE","매달린 레그 레이즈","대표 연구","Y","SCORED_RESEARCH_DRAFT","18","lu_0a858e59a0|lu_1b115c8b4f|lu_3e640e59e9|lu_45688de60a|lu_50d1389a95|lu_641c50bab9|lu_6573d7bf8a|lu_9462525798|lu_a18a644473|lu_a706efdddb|lu_a9651bd8d7|lu_c11995f705|lu_cd23e2d8c0|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_ae763d5994|jc_eadfb381fa|jc_ffd0b0e192","tissue_06987e1084|tissue_09652eadcf|tissue_1d2e8944ba|tissue_1e675db416|tissue_21a56b379e|tissue_228c25da18|tissue_50091b2878|tissue_514b348f95|tissue_58cb5518ad|tissue_599a0d89b2|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_ad800125ab|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c60f2bd1f5|tissue_d9a6eaf6d0|tissue_e1c9db452e|tissue_e30af10e4a|tissue_ed3eafe58e|tissue_f41bde5976|tissue_fcc58a85e8","18","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","bodyWeightCoefficient × reps × sets × ROM × effortModifier","1781278881407","철봉에 매달려 다리를 들어 올린다. 골반을 말아 올리는 느낌으로 코어를 쓰고 흔들림을 줄인다."
"134","LOWER_90","ex_721f7b5b","힙 쓰러스트","LOWER","근력운동","HINGE","HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY","STRENGTH","BILATERAL","SAGITTAL","바벨","둔근","햄스트링/코어","","HIP_EXTENSION","HIP","DEPRECATED_AFTER_NEW_MAP","HIP_EXTENSION","","신규 연구","N","EXISTING_SCORE_MIGRATED","6","lu_27b4a0df1d|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_d967354bce|lu_ff559f42cd","jc_209871f411|jc_ae763d5994","tissue_06987e1084|tissue_21a56b379e|tissue_50091b2878|tissue_7f007308a0|tissue_bacab6a4b8|tissue_e4bd028575|tissue_ea550bfa51|tissue_f41bde5976","6","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","힙 쓰러스트: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다."
"135","LOWER_90","ex_eaea872c","힙 어덕션","LOWER","근력운동","LOWER_BODY","HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT","SUPPORT","BILATERAL","FRONTAL","케이블|머신","내전근","골반안정근/코어","","PELVIC_STABILITY","HIP","DEPRECATED_AFTER_NEW_MAP","HIP_STABILITY_SUPPORT","","신규 연구","N","EXISTING_SCORE_MIGRATED","6","lu_36ba10a736|lu_50d1389a95|lu_a9651bd8d7|lu_ff22c06225","jc_ad7382e4b2|jc_ae763d5994","tissue_05c4dec746|tissue_192d105b4a|tissue_1d2e8944ba|tissue_50091b2878|tissue_ad800125ab|tissue_d9a6eaf6d0|tissue_e1557ece2b|tissue_eaf49ec189","4","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","다리를 안쪽으로 모아 내전근을 훈련한다. 사이드 런지와 코트 감속에서 필요한 안쪽 허벅지 힘을 보강한다."
"136","LOWER_90","ex_728da646","힙 어브덕션","LOWER","근력운동","LOWER_BODY","HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","SUPPORT","BILATERAL","FRONTAL","힙어브덕션 머신|밴드","중둔근/둔근","골반안정근","","PELVIC_STABILITY","HIP","DEPRECATED_AFTER_NEW_MAP","HIP_STABILITY_SUPPORT","","신규 연구","N","EXISTING_SCORE_MIGRATED","5","lu_348ac6b7a6|lu_50d1389a95|lu_90281b5483|lu_a9651bd8d7","jc_ae763d5994","tissue_1d2e8944ba|tissue_1eaf4d14d8|tissue_2b018aef69|tissue_50091b2878|tissue_ad800125ab|tissue_c9d3826a11|tissue_d9a6eaf6d0|tissue_e354177418","4","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","다리를 바깥쪽으로 벌려 중둔근을 훈련한다. 런지와 방향전환에서 골반이 무너지지 않게 돕는다."
"137","REMAINING_54","ex_91d8430b","30초 반복 스매시 테스트","WHOLE_BODY","기능성운동","POWER","BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY","SPORT_SPECIFIC","BILATERAL","TRANSVERSE","콘/마커","스매시/상지폭발/타점반복/코어전달","라켓/셔틀콕/피더","ROTATOR_CUFF_SUPPORT","HIP_ROTATION","SHOULDER|SPINE|HIP","DEPRECATED_AFTER_NEW_MAP","REPEATED_SMASH_TEST","반복 오버헤드 스매시","대표 연구","Y","SCORED_RESEARCH_DRAFT","32","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_348ac6b7a6|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_50d1389a95|lu_52a0b0ba44|lu_547a239ed2|lu_63101fe8b2|lu_641c50bab9|lu_6573d7bf8a|lu_6de10a05a1|lu_6e950505da|lu_9244162017|lu_97bee42c4e|lu_9cf6b4fc69|lu_9db157ba90|lu_a18a644473|lu_a45742ef7a|lu_a706efdddb|lu_a7dd63adb6|lu_a9651bd8d7|lu_b929d8ffe5|lu_bf3f500760|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6326ea19a8|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_ad7382e4b2|jc_ae763d5994|jc_bb531a278d|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1d2e8944ba|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_34a9253eea|tissue_36333205dc|tissue_45c03145ee|tissue_50091b2878|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_7c9fa6743b|tissue_7f007308a0|tissue_83bda2c0f8|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_a5051659e6|tissue_aabc5cfcea|tissue_ad800125ab|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_b3e48d57e3|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_bc8e70cdaa|tissue_bda5f6c880|tissue_c1250f12e6|tissue_c9d3826a11|tissue_caedb51e8e|tissue_d9a6eaf6d0|tissue_e0997562c1|tissue_e1c9db452e|tissue_e30af10e4a|tissue_ed3eafe58e|tissue_f41bde5976|tissue_fcc58a85e8","32","TRANSIENT_PEAK","EVENT_COUNT","성공타수·30초","successfulSmashes × intensityModifier; session cumulative also uses 30-second density","1781278881407","30초 동안 성공한 스매시 횟수를 기록한다. 스매시 속도 장비가 없을 때 상지 폭발력과 반복 타점 유지의 대체 지표로 쓴다."
"138","LOWER_90","ex_bc84eb7f","6방향 랜덤 콕줍기","LOWER","기능성운동","AGILITY","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","MULTIDIRECTIONAL","MULTIPLANAR","콘/마커","랜덤반응/방향전환/감속/회복","셔틀콕/코트","","PELVIC_STABILITY","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","FOOTWORK_DIRECT","","신규 연구","N","RESEARCH_CORRECTED_V0.2","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245","7","TRANSIENT_PEAK","FOOT_CONTACT_COD","발접촉수 + 감속/COD 이벤트","footContacts × perContactExposure + deceleration/COD events × eventModifier. 시간은 fallback.","1781278881407","무작위로 놓이거나 지시된 6방향 셔틀콕을 줍고 중앙으로 회복한다. 실제 랠리처럼 반응과 풋워크 전환을 함께 훈련한다."
"139","LOWER_90","ex_33841b88","6코너 섀도우 풋워크","LOWER","기능성운동","AGILITY","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","MULTIDIRECTIONAL","MULTIPLANAR","콘/마커","풋워크/가속/감속/회복","코트 또는 콘","","PELVIC_STABILITY","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","FOOTWORK_DIRECT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245","7","TRANSIENT_PEAK","FOOT_CONTACT_COD","발접촉수 + 감속/COD 이벤트","footContacts × perContactExposure + deceleration/COD events × eventModifier. 시간은 fallback.","1781278881407","코트 여섯 방향으로 이동하고 중앙으로 회복한다. 배드민턴의 기본 이동 패턴을 반복해 체력과 리듬을 만든다."
"140","LOWER_90","ex_c7977dfd","6코너 풋워크 최대반복 테스트","LOWER","기능성운동","AGILITY","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","MULTIDIRECTIONAL","MULTIPLANAR","콘/마커","풋워크/방향전환/감속/재출발","코트 또는 콘","","PELVIC_STABILITY","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","FOOTWORK_DIRECT","","기존 30개 확장","Y","RESEARCH_CORRECTED_V0.2","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245","7","TRANSIENT_PEAK","FOOT_CONTACT_COD","발접촉수 + 감속/COD 이벤트","footContacts × perContactExposure + deceleration/COD events × eventModifier. 시간은 fallback.","1781278881407","정해진 시간 안에 6코너 이동을 몇 번 완성하는지 기록한다. 풋워크 속도와 감속 품질 변화를 보기 위한 테스트다."
"141","LOWER_90","ex_a12de111","A스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL","ALTERNATING","SAGITTAL","콘/마커|맨몸","무릎드라이브/리듬/접지","맨몸/트랙","","","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","RUNNING_DRILL","","신규 연구","N","EXISTING_SCORE_MIGRATED","8","lu_27b4a0df1d|lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_bf3f500760|lu_d7b54824bb|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_23a874341a|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245|tissue_bacab6a4b8|tissue_e4bd028575|tissue_ea550bfa51","8","TRANSIENT_PEAK","STEP_CONTACT","스텝/접촉수","perStepExposure × stepContacts. 거리·시간은 케이던스와 보폭을 이용한 fallback.","1781278881407","무릎을 올리며 스킵 리듬으로 전진한다. 러닝 자세의 무릎 드라이브와 반대팔 리듬을 맞춘다."
"142","LOWER_90","ex_a12de4d2","B스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HAMSTRING_SWING","RUNNING_DRILL","ALTERNATING","SAGITTAL","콘/마커|맨몸","햄스트링리듬/하퇴스윙","맨몸/트랙","","","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","RUNNING_DRILL","","신규 연구","N","EXISTING_SCORE_MIGRATED","8","lu_27b4a0df1d|lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_bf3f500760|lu_d7b54824bb|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_23a874341a|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245|tissue_bacab6a4b8|tissue_e4bd028575|tissue_ea550bfa51","8","TRANSIENT_PEAK","STEP_CONTACT","스텝/접촉수","perStepExposure × stepContacts. 거리·시간은 케이던스와 보폭을 이용한 fallback.","1781278881407","무릎을 올린 뒤 발을 앞으로 뻗어 긁듯이 내려놓는다. 보폭 회수와 접지 위치 감각을 익힌다."
