"fieldName","storageLocation","cardinality","currentProducers","currentConsumers","ofiUsage","programGenerationUsage","muscleAnalysisUsage","badmintonAnalysisUsage","connectiveTissueUsage","uiUsage","backupRestoreUsage","parsingOrSubstringInference","recommendedDisposition"
"jointStressTags","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","NO","NO","NO","NO","NO","YES","SPLIT_INTO_RELATIONS"
"laterality","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/CommonUi.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","YES","NO","YES","YES","NO","REVIEW_REQUIRED"
"loadProfile","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","NO","NO","NO","YES","NO","REVIEW_REQUIRED"
"localLoadWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","YES","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"mainLiftGroup","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","YES","NO","NO","YES","NO","YES","DEPRECATE_AFTER_PARITY"
"metadataConfidence","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceObservationBuilder.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","YES","NO","NO","NO","NO","YES","YES","NO","PROVENANCE_ONLY"
"mobilityDemandLevel","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","NO","NO","NO","NO","NO","YES","REVIEW_REQUIRED"
"mode","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/AnalysisCoachUi.kt;app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt;app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt;app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RecordBulkEditDialog.kt","app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/CommonUi.kt;app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RecordMutationService.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt;app/src/main/java/com/training/trackplanner/RecordBulkEditDialog.kt","NO","YES","YES","NO","NO","YES","YES","YES","REVIEW_REQUIRED"
"movementCategory","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendConstants.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateClassificationPolicy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","YES","YES","NO","YES","YES","YES","SPLIT_INTO_RELATIONS"
"movementPattern","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueExposureModels.kt;app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateClassificationPolicy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","YES","YES","YES","YES","YES","YES","SPLIT_INTO_RELATIONS"
