stableKey,exerciseName,identityStatus,sourceStableKey,lineageType,selectable,historyTreatment,movementPattern,jointAction,movementEvent,kineticChain,stabilityDemandLevel,mobilityDemandLevel,equipmentRequirementModel,equipmentCodes,equipmentRequirementGroupId,sourceOrigin,mappingConfidence,identityDecisionStatus,reviewStatus,analysisInheritance,evidence,provenance
med_ball_chest_pass,메디신볼 체스트 패스,SELECTABLE_CANONICAL,med_ball_chest_pass,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH|THROW,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,RELEASE,,MODERATE,MODERATE,SINGLE,MEDICINE_BALL,eqreq_med_ball_chest_pass,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,SELECTABLE_CANONICAL,med_ball_overhead_slam,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,THROW|TRUNK_FLEXION,ELBOW_EXTENSION|ELBOW_FLEXION|LUMBAR_EXTENSION|LUMBAR_FLEXION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_EXTENSION|THORACIC_FLEXION,RELEASE,,MODERATE,HIGH,SINGLE,MEDICINE_BALL,eqreq_med_ball_overhead_slam,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,SELECTABLE_CANONICAL,med_ball_rotational_scoop_toss,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|THROW,ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,RELEASE,,HIGH,MODERATE,SINGLE,MEDICINE_BALL,eqreq_med_ball_rotational_scoop_toss,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,SELECTABLE_CANONICAL,med_ball_rotational_slam,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|THROW,ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,RELEASE,,HIGH,MODERATE,SINGLE,MEDICINE_BALL,eqreq_med_ball_rotational_slam,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,SELECTABLE_CANONICAL,medicine_ball_rotational_throw,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|THROW,ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,RELEASE,,HIGH,MODERATE,SINGLE,MEDICINE_BALL,eqreq_medicine_ball_rotational_throw,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,SELECTABLE_CANONICAL,medicine_ball_three_step_acceleration_throw,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|STEP|THROW,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTENSION|HIP_EXTERNAL_ROTATION|HIP_FLEXION|HIP_INTERNAL_ROTATION|KNEE_EXTENSION|KNEE_FLEXION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,ACCELERATION|RELEASE,,HIGH,MODERATE,SINGLE,MEDICINE_BALL,eqreq_medicine_ball_three_step_acceleration_throw,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,SELECTABLE_CANONICAL,medicine_ball_three_step_deceleration_throw,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|STEP|THROW,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTENSION|HIP_EXTERNAL_ROTATION|HIP_FLEXION|HIP_INTERNAL_ROTATION|KNEE_EXTENSION|KNEE_FLEXION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,DECELERATION|RELEASE,,HIGH,MODERATE,SINGLE,MEDICINE_BALL,eqreq_medicine_ball_three_step_deceleration_throw,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,SELECTABLE_CANONICAL,ex_d9084b5e,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,GYMNASTIC_RINGS,eqreq_one_arm_gymnastic_ring_row,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_d9084b5e
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,SELECTABLE_CANONICAL,ex_d9084b5e,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,SUSPENSION_TRAINER,eqreq_one_arm_suspension_trainer_row,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_d9084b5e
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,SELECTABLE_CANONICAL,plate_rotational_press_out,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,,,,HIGH,MODERATE,SINGLE,WEIGHT_PLATE,eqreq_plate_rotational_press_out,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
pull_up,풀업,SELECTABLE_CANONICAL,pull_up,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,PULL_UP_BAR,eqreq_pull_up,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
single_leg_hip_bridge,원레그 힙 브릿지,SELECTABLE_CANONICAL,single_leg_hip_bridge,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,HIP_EXTENSION|HIP_FLEXION,,CLOSED_CHAIN,LOW,LOW,NONE,,,SEED_ONLY_INHERITED_FROM_DIRECT_ALIAS,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
single_leg_rdl,원레그 루마니안 데드리프트,HISTORY_ONLY_GENERIC,single_leg_rdl,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,,,,,,HISTORICAL_GENERIC,BARBELL|DUMBBELL|KETTLEBELL,,training_settings_seed.csv + equipment_variant_split_plan.csv,,PROPOSED_USER_APPROVED,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_single_leg_rdl
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,SELECTABLE_CANONICAL,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION,,CLOSED_CHAIN,LOW,MODERATE,NONE,,,WORKBOOK_CANONICAL,LOW,,REVIEW_REQUIRED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,SELECTABLE_CANONICAL,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION,,CLOSED_CHAIN,LOW,MODERATE,SINGLE,STANDING_CALF_RAISE_MACHINE,eqreq_standing_calf_raise_machine,WORKBOOK_CANONICAL,LOW,,REVIEW_REQUIRED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,SELECTABLE_CANONICAL,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION,,CLOSED_CHAIN,LOW,MODERATE,SINGLE,DUMBBELL,eqreq_standing_dumbbell_calf_raise,WORKBOOK_CANONICAL,LOW,,REVIEW_REQUIRED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,SELECTABLE_CANONICAL,ex_e159d15a,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,SUSPENSION_TRAINER,eqreq_suspension_trainer_inverted_row,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_e159d15a
vipr_chop,바이퍼 회전 아래로,SELECTABLE_CANONICAL,vipr_chop,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION,HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|THORACIC_ROTATION,,,HIGH,MODERATE,SINGLE,VIPR,eqreq_vipr_chop,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
vipr_rotational_lift,바이퍼 회전 위로,SELECTABLE_CANONICAL,vipr_rotational_lift,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION,HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|THORACIC_ROTATION,,,HIGH,MODERATE,SINGLE,VIPR,eqreq_vipr_rotational_lift,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
vipr_rotational_press_out,바이퍼 로테이셔널 프레스아웃,SELECTABLE_CANONICAL,vipr_rotational_press_out,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION,HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|THORACIC_ROTATION,,,HIGH,MODERATE,SINGLE,VIPR,eqreq_vipr_rotational_press_out,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
vipr_step_and_rotate,바이퍼 스텝 앤 로테이트,SELECTABLE_CANONICAL,vipr_step_and_rotate,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|STEP,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_EXTERNAL_ROTATION|HIP_FLEXION|HIP_INTERNAL_ROTATION|KNEE_EXTENSION|KNEE_FLEXION|THORACIC_ROTATION,,,HIGH,MODERATE,SINGLE,VIPR,eqreq_vipr_step_and_rotate,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
