"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","originalManualReviewRequired","originalSourceIdIssue","originalReasons","individualJudgement","familyJudgement","judgementPriority","rowManualReviewRequired","sourceReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","recommendedFamilyCorrection","recommendedSourceAction","recommendedNextAction","safeForTemplateDefault","safeForSeedMutation","notes"
"하프 닐링 케틀벨 원암 프레스","ex_d79824d2","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"하프 닐링 케틀벨 프레스","ex_e0759156","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"하프 닐링 프레스","ex_66e8c8c2","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"농구","ex_1a4858d7","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|COURT_SPORT|JUMPING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","OTHER_SPORT_SESSION_RECORDS_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","YES","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"러닝 풋살","ex_aca9d312","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|FIELD_SPORT|RUNNING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","OTHER_SPORT_SESSION_RECORDS_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","YES","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"배드민턴","ex_ae9ecdbc","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|BADMINTON_DIRECT_PLAY|RACKET_SPORT|CHANGE_OF_DIRECTION|LUNGING|AEROBIC_ANAEROBIC","BADMINTON_SESSION_SPORT_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924|E_BADMINTON_TRAINING_EFFECTS_PMC12239426","SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|REVIEW_DIRECT_PLAY_MUST_NOT_BE_PROGRAM_SELECTABLE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","YES","NO","NO","","source 검토 적절","PROGRAM_SELECTABLE 금지와 direct/session 분석 분리 확인.","NO","NO","스포츠 세션은 운동 프로그램 자동삽입 방지 검토가 반드시 필요하다."
"배드민턴 레슨","ex_badminton_lesson","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|BADMINTON_DIRECT_PLAY|RACKET_SPORT|CHANGE_OF_DIRECTION|LUNGING|AEROBIC_ANAEROBIC","BADMINTON_SESSION_SPORT_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924|E_BADMINTON_TRAINING_EFFECTS_PMC12239426","SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|REVIEW_DIRECT_PLAY_MUST_NOT_BE_PROGRAM_SELECTABLE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","YES","NO","NO","","source 검토 적절","PROGRAM_SELECTABLE 금지와 direct/session 분석 분리 확인.","NO","NO","스포츠 세션은 운동 프로그램 자동삽입 방지 검토가 반드시 필요하다."
"축구","ex_1a4bbdcf","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|FIELD_SPORT|RUNNING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","OTHER_SPORT_SESSION_RECORDS_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","YES","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"테니스","ex_2f3b56d0","category=스포츠; movement_category=SPORT; force_type=SPORT; movement_pattern=SPORT_SESSION|RACKET_SPORT|ROTATION|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","OTHER_SPORT_SESSION_RECORDS_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","YES","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"계단 오르기","ex_74c2d13b","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|STAIR_CLIMBING|KNEE_DOMINANT|LOWER_BODY_ENDURANCE","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"러닝","ex_681d9ed2","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|RUNNING","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"로잉머신","ex_d7c90536","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|ROWING|PULLING_ENDURANCE|HIP_HINGE_LIGHT","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"수영","ex_681eed4a","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|SWIMMING|SHOULDER_ENDURANCE","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"실내 자전거","ex_ab918e2b","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|CYCLING|LOWER_BODY_ENDURANCE","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"인터벌 러닝","ex_faae2044","category=유산소운동; movement_category=CARDIO; force_type=CARDIO; movement_pattern=CARDIO|RUNNING|INTERVAL_RUNNING|ANAEROBIC_CONDITIONING","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다."
"줄넘기","ex_9bd6dddb","category=유산소운동; movement_category=CARDIO; force_type=CARDIO_PLYOMETRIC; movement_pattern=CARDIO|JUMP_ROPE|ANKLE_STIFFNESS|PLYOMETRIC_SSC","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
