"exerciseName","stableKey","currentCategoryType","currentMovementPattern","currentMovementCategory","currentForceType","currentActivityKind","currentPlanningEligibility","proposedMovementFamily","proposedMovementSubtype","proposedDetailedMuscleTags","proposedMuscleContribution","proposedProgramSlot","proposedRedundancyGroup","proposedProgressMetricType","proposedFatigueProfile","proposedBadmintonTransferDirect","proposedBadmintonTransferSupportive","proposedAnalysisEligibility","proposedEvidenceSourceGroup","proposedEvidenceLevel","metadataConfidenceCandidate","sourceReviewRequired","rowManualReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","safeForTemplateDefault","safeForSeedMutation","proposalStatus","proposalReason","recommendedNextAction","notes"
"행잉 레그 레이즈","ex_b3f447be","category=근력운동; movement_category=ACCESSORY; force_type=CORE; movement_pattern=CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ACCESSORY","CORE","EXERCISE","NOT_PRESENT_IN_SEED","CORE_FLEXION_HIP_FLEXOR_REVIEW","HANGING_LEG_RAISE","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"힙 쓰러스트","ex_721f7b5b","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY","HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY","STRENGTH","HINGE","EXERCISE","NOT_PRESENT_IN_SEED","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|HAMSTRINGS|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.45,""HAMSTRINGS"":0.15,""GLUTE_MED_MIN"":0.12,""HIP_ADDUCTORS"":0.08,""DEEP_CORE"":0.1,""OBLIQUES"":0.05,""QUADRICEPS"":0.05}","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","LOCAL_MUSCLE, moderate systemic if heavily loaded, low axial compared with deadlift","NONE","POSTERIOR_CHAIN_CAPACITY, HIP_STABILITY_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BALANCE","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","emg_study","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_GLUTE_REHAB_EMG_PMC3201064"
"힙 어덕션","ex_eaea872c","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT","HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","HIP_ADDUCTION_ACCESSORY_REVIEW","HIP_ADDUCTION","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"힙 어브덕션","ex_728da646","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","HIP_ABDUCTION_GLUTE_MED_ACCESSORY_REVIEW","HIP_ABDUCTION","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"30초 반복 스매시 테스트","ex_91d8430b","category=기능성운동; movement_category=SPORT_SPECIFIC; force_type=POWER; movement_pattern=BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY","BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY","SPORT_SPECIFIC","POWER","EXERCISE","NOT_PRESENT_IN_SEED","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","BADMINTON_OVERHEAD_POWER_TEST","REVIEW","REVIEW","NOT_PROGRAM_SELECTABLE","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","TEST_REVIEW","OVERHEAD_REPETITION,ROTATION_POWER,GRIP_FOREARM","OVERHEAD_REPETITION,OVERHEAD_POWER_TEST_REVIEW,GRIP_FOREARM_REVIEW","ROTATION_POWER_SUPPORT","FATIGUE,BADMINTON_TRANSFER,TEST_ONLY","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"6방향 랜덤 콕줍기","ex_bc84eb7f","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"6코너 섀도우 풋워크","ex_33841b88","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","SIX_CORNER_FOOTWORK","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"A스킵","ex_a12de111","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"B스킵","ex_a12de4d2","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HAMSTRING_SWING","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HAMSTRING_SWING","RUNNING_DRILL","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"가벼운 콕줍기","ex_216351a1","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_LIGHT|RECOVERY_MOVEMENT|LOW_INTENSITY_COORDINATION","FOOTWORK_LIGHT|RECOVERY_MOVEMENT|LOW_INTENSITY_COORDINATION","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","YES","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"고블릿 스쿼트","ex_ac7df636","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","SQUAT_VARIANTS","GOBLET_SQUAT","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|HIP_ADDUCTORS","{""QUADRICEPS"":0.3,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.08,""ERECTOR_SPINAE"":0.1,""DEEP_CORE"":0.07,""GLUTE_MED_MIN"":0.05,""HIP_ADDUCTORS"":0.05}","KNEE_DOMINANT_ACCESSORY","SQUAT_PATTERN_ACCESSORY","VOLUME_LOAD","LOCAL_MUSCLE,KNEE_CONTROL,HIP_STABILITY,LOW_TO_MODERATE_SYSTEMIC","NONE","LOWER_STRENGTH_SUPPORT, KNEE_CONTROL, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","governing_body_resource","NEEDS_REVIEW","NO","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Accessory squat variant must not inherit heavy barbell slot or redundancy.","CONFIRM_ACCESSORY_SQUAT_SLOT","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement."
"노르딕 햄스트링 컬","ex_1cf51b6b","category=기능성운동; movement_category=SUPPORT; force_type=ECCENTRIC; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH|ECCENTRIC_HAMSTRING|DECELERATION_SUPPORT","KNEE_FLEXION|HAMSTRING_STRENGTH|ECCENTRIC_HAMSTRING|DECELERATION_SUPPORT","SUPPORT","ECCENTRIC","EXERCISE","NOT_PRESENT_IN_SEED","HAMSTRING_CURL_VARIANTS","NEEDS_SUBTYPE_REVIEW","HAMSTRINGS|GASTROCNEMIUS|GLUTE_MAX|GLUTE_MED_MIN|DEEP_CORE","{""HAMSTRINGS"":0.65,""GASTROCNEMIUS"":0.1,""GLUTE_MAX"":0.05,""GLUTE_MED_MIN"":0.08,""DEEP_CORE"":0.07,""HIP_ADDUCTORS"":0.05}","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","VOLUME_LOAD","LOCAL_MUSCLE, SHORT to MEDIUM decay","NONE","POSTERIOR_CHAIN_CAPACITY","FATIGUE, HYPERTROPHY_VOLUME","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"데드버그","ex_d5bdffe1","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|LUMBOPELVIC_CONTROL|CONTRALATERAL_COORDINATION","CORE_STABILITY|ANTI_EXTENSION|LUMBOPELVIC_CONTROL|CONTRALATERAL_COORDINATION","SUPPORT","CORE","EXERCISE","NOT_PRESENT_IN_SEED","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","DEEP_CORE|OBLIQUES|RECTUS_ABDOMINIS|GLUTE_MAX|GLUTE_MED_MIN|SERRATUS_ANTERIOR|ERECTOR_SPINAE|ROTATOR_CUFF_EXTERNAL|HIP_ADDUCTORS","{""DEEP_CORE"":0.3,""OBLIQUES"":0.25,""RECTUS_ABDOMINIS"":0.15,""GLUTE_MED_MIN"":0.08,""GLUTE_MAX"":0.07,""SERRATUS_ANTERIOR"":0.05,""ERECTOR_SPINAE"":0.05,""HIP_ADDUCTORS"":0.05}","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","QUALITY_BASED","ANTI_ROTATION, LOCAL_MUSCLE, LOW systemic","NONE","ANTI_ROTATION_STABILITY, TRUNK_CONTROL_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"드롭 점프","ex_d6726746","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT|LANDING_CONTROL_DIRECT","PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT|LANDING_CONTROL_DIRECT","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|RECTUS_FEMORIS|TIBIALIS_ANTERIOR|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.18,""QUADRICEPS"":0.22,""RECTUS_FEMORIS"":0.08,""GASTROCNEMIUS"":0.14,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""GLUTE_MED_MIN"":0.07,""HIP_ADDUCTORS"":0.05,""TIBIALIS_ANTERIOR"":0.04,""DEEP_CORE"":0.04}","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","QUALITY_BASED","ELASTIC_SSC, NEURAL_SPEED, DECELERATION for landings","JUMP_LANDING if court-specific","LOWER_POWER, LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","governing_body_resource","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_TRAINING_EFFECTS_PMC12239426"
"라인 홉","ex_a3ddd8ac","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|LOW_LEVEL_HOP|LANDING_CONTROL_SUPPORT","ANKLE_STIFFNESS|PLYOMETRIC_SSC|LOW_LEVEL_HOP|LANDING_CONTROL_SUPPORT","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","LINE_HOP","GASTROCNEMIUS|SOLEUS|TIBIALIS_ANTERIOR|FOOT_INTRINSICS|DEEP_CORE","REVIEW","ANKLE_SSC_CONDITIONING_REVIEW","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","TIME_OR_REPS","ELASTIC_SSC,NEURAL_SPEED,LOW_LEVEL_PLYOMETRIC,ANKLE_STIFFNESS","NONE","ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","A_OPENSTAX_11_6|B_NSCA_ESSENTIALS_5E","anatomy_textbook","NEEDS_REVIEW","NO","YES","YES","YES","NO","NO","NO","NO","NO","NEEDS_ROW_REVIEW","Low-level ankle SSC conditioning is separated from calf-raise strength.","DEFINE_ANKLE_SSC_CONDITIONING_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"래터럴 바운드","ex_34e7d21","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LATERAL_POWER|LATERAL_DECELERATION_DIRECT|LANDING_CONTROL_DIRECT|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT","LATERAL_POWER|LATERAL_DECELERATION_DIRECT|LANDING_CONTROL_DIRECT|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_BOUND_TO_STICK","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.18,""GLUTE_MED_MIN"":0.14,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.08,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","DECELERATION_LANDING","LATERAL_DECELERATION_SSC","QUALITY_BASED","DECELERATION, ELASTIC_SSC, NEURAL_SPEED, LOCAL_MUSCLE","DECELERATION, JUMP_LANDING, LATERAL_MOVE","ANKLE_SSC_SUPPORT, KNEE_CONTROL","FATIGUE, BADMINTON_TRANSFER, BALANCE","B_NSCA_DECELERATION_RESOURCE|E_BADMINTON_LUNGE_PMC7648456","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
