korean,english,provenance,sourcePath
선택 복사,copy selection,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
선택 삭제,select delete,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
선택 안 함,Not selected,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
선택 입력,select input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
선택복사,Copy selection,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
선택한 기간에 저장할 운동 기록이 없습니다.,There are no exercise records to save for the selected period.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
선택한 날짜 범위를 삭제할까요?,Do you want to delete the selected date range?,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
선택한 전이 목적의 기록이 없습니다.,There is no record of the selected transition purpose.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
선택한 제한 신호를 우선 반영했습니다.,The selected limiting signal was reflected first.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
선택한 통증 부위와 회피 움직임을 보수적으로 반영했습니다.,The selected pain area and avoidance movements were conservatively reflected.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialAdaptationProfile.kt
설명,explanation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
설명 보기,See description,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
설명/메모,Description/Notes,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
성공/실패,success/failure,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
성과,result,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisLabModels.kt
성별,gender,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
성장률,Growth rate,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
성장률 음영은 이전 중앙값 대비 현재 추정 범위이며 정확한 성장률 사후분포가 아닙니다.,"The growth rate shading is a range of current estimates relative to the previous median, not the exact posterior distribution of growth rates.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
성장률 이전 추정 없음,No previous estimates of growth rates,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세부 분류,Detailed classification,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
세션 상세 보기,View session details,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 시간 예산에 맞춰 일부 보조 항목을 줄였습니다.,Some ancillary items have been reduced to fit the session time budget.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt
세션 전 예상: 직접 기록 부족,Pre-session expectations: Lack of direct documentation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
세션별 사후분포 기록,Posterior distribution records for each session,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세트 RPE,Set RPE,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
세트 사이 휴식 종료를 알려줍니다.,Notifies the end of rest between sets.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
세트 입력과 확인을 우선합니다. 확인한 세트만 실제 수행 기록입니다.,Priority is given to set entry and confirmation. Only confirmed sets are actual performance records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
세트+,set+,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
세트별,By set,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
세트별 휴식,Rest per set,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
소표본 결과입니다. 산점도와 상관계수는 참고용입니다.,This is a small sample result. Scatterplots and correlation coefficients are for reference only.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
속도,speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
손목,wrist,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
손목/손,wrist/hand,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
숄더,shoulder,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
수,number,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/AnalysisChartTemporalPolicy.kt
수면,Sleep,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
수면 기록 부족,lack of sleep history,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachingSignalModels.kt
수면 부족 / 회복 입력,Enter sleep deprivation/recovery,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
수면 시간이 낮게 기록됐습니다.,Sleep time was recorded as low.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
수면 입력도 낮아 회복 해석을 보수적으로 봅니다.,"Sleep input is also low, making recovery interpretation conservative.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt
수면시간,sleep time,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
수면시간이 낮아 피로 해석을 보수적으로 적용합니다.,Fatigue analysis is applied conservatively due to low sleep time.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
수면이 평소보다 짧게 잡혔습니다.,Sleep was shorter than usual.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
수면질,sleep quality,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
수정,Edit,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
수치 진단 ${summary.numericalDiagnostics.ifEmpty { listOf(,Numerical Diagnostics ${summary.numericalDiagnostics.ifEmpty { listOf(,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
수행 저하 신호,signs of poor performance,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
수행능력 레벨 비교,Performance level comparison,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
숨김,hiding,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
숨김 보기,Hidden view,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
숨김 해제,Unhide,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
스매시 Top3 평균 속도,Smash Top 3 Average Speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
스매시 속도,smash speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisLabModels.kt
스매시 속도 시도 수,Smash Speed ​​Attempts,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
스매시 최고 속도,smash top speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
스매시 평균 속도,Smash average speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
"스매시, 클리어, 드라이브처럼 하체-몸통-어깨로 힘을 전달하는 전이 목적입니다.","The purpose is to transfer power to the lower body, torso, and shoulders, such as smash, clear, and drive.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
스미스,smith,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt
스미스머신,smith machine,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt
스쿼트 kg,squat kg,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
스쿼트 고중량,squat heavy,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayReadinessSentenceBuilder.kt
스쿼트 특이성,squat specificity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
스트레스,stress,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
스트레스와 회복,stress and recovery,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
스티프,stiff,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
스포츠 맥락,sports context,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
시간 수정,time correction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
시계열 분석 지표를 계산하고 있습니다.,I am calculating a time series analysis metric.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
시계열 분석에 사용할 수 있는 주간 지표가 부족합니다.,There is a lack of weekly indicators available for time series analysis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시계열 분석에 사용할 주간 지표가 부족합니다.,There is a lack of weekly indicators for use in time series analysis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시작일 적용,Apply start date,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
시차 관계 분석,Time lag relationship analysis,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시차 분석 결과,Lag analysis results,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
신체 능력,physical ability,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
신호나 상황 변화에 맞춰 빠르게 판단하고 반응하는 전이 목적입니다.,The purpose of transition is to quickly judge and react to changes in signals or situations.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
실선: 사후분포 중앙값 · 음영: 80% 범위 · ○: RPE/RIR 기반 직접 세션 관측,Solid line: Median posterior distribution · Shaded: 80% range · ○: Direct session observation based on RPE/RIR,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
실제 e1RM,Actual e1RM,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
실패 상한 관측,Failure Upper Observation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
실패근접 세트,Failure Melee Set,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
심함,Severe,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
아래 차트와 같은 배드민턴 전이 목적 기준으로 요약합니다.,It is summarized based on badminton transfer objectives as shown in the chart below.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
아직 기록이 부족해 이 관계를 판단하기 어렵습니다.,It is difficult to determine this relationship due to lack of records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
아직 배드민턴 전이 축을 판단할 기록이 부족합니다.,There are still insufficient records to judge the badminton transfer axis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachAnalysisModels.kt
아직 원인 분석에 필요한 기록이 부족합니다.,There are still insufficient records needed to analyze the cause.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachAnalysisModels.kt
아직 입력하지 않았습니다.,You haven't entered anything yet.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
아직 저장된 운동 구성이 없습니다.,There are no saved workouts yet.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
안 함,No,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
알 수 없는 운동,unknown movement,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/features/AnalysisExerciseDisplayNameResolver.kt
알림 허용,Allow notifications,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
앱 cue 가능,App cue enabled,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramSelectionReasonFormatter.kt
앱 밖에서도 휴식 종료를 보려면 알림 권한이 필요합니다.,Notification permission is required to view break ends outside of the app.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
약간 높음,slightly high,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
약한 경향이 있습니다.,They tend to be weak.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
양방향 RPE 근거가 없어 공유 근력 신호에서 제외,Bilateral RPE excluded from shared strength signal due to lack of evidence,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/strengthperformance/PersistentStrengthPerformanceSummary.kt
양의 신호,positive signal,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
양호,Good,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt
어깨 부담 큰 상체 푸시,Upper body push with heavy shoulder burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
