"stableKey","exerciseName","currentActivityKind","currentPlanningEligibility","movementFamily","movementSubtype","programSlot","redundancyGroup","progressMetricType","strengthProgressionGroup","analysisEligibility","primaryStressProfile","secondaryStressTags","tendonStressTags","ligamentJointStabilityStressTags","jointImpactStressTags","cognitiveStressTags","sportContextTags","recoveryDecayProfile","stressMagnitudeHint","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","sourceConfidenceLevel","finalSourceStatus","neuromuscularStressLevel","systemicMuscularStressLevel","localMuscularStressLevel","jointTendonImpactStressLevel","movementFocusDemandLevel","recoveryDurationClass","appCueProfile"
"ex_33841b88","6코너 섀도우 풋워크","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","SIX_CORNER_FOOTWORK","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","RANDOM_BEEP_CUE"
"ex_c7977dfd","6코너 풋워크 최대반복 테스트","EXERCISE","ANALYSIS_ONLY","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","FOOTWORK_MAX_REPETITION_TEST_6_CORNER","NOT_APPLICABLE","NOT_APPLICABLE","COUNT_ONLY","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|TEST_METRIC","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","LONG","HIGH","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT","SPLIT_STEP|CHANGE_OF_DIRECTION|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY|ANAEROBIC_REPEATABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
"ex_a12de111","A스킵","EXERCISE","PROGRAM_SELECTABLE","RUNNING_MECHANICS_SUPPORT","A_SKIP","RUNNING_MECHANICS_SUPPORT","RUNNING_MECHANICS_SUPPORT","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","ANKLE_SSC_REACTIVE_STRESS","ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD","ACHILLES_TENDON_STRESS","ANKLE_STABILITY_STRESS","LOW_LEVEL_REACTIVE_IMPACT","MOTOR_LEARNING_LOAD","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","NONE","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","HIGH","MODERATE","MODERATE","HIGH","HIGH","MEDIUM","NONE"
"ex_a12de4d2","B스킵","EXERCISE","PROGRAM_SELECTABLE","RUNNING_MECHANICS_SUPPORT","B_SKIP","RUNNING_MECHANICS_SUPPORT","RUNNING_MECHANICS_SUPPORT","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","ANKLE_SSC_REACTIVE_STRESS","ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD","ACHILLES_TENDON_STRESS","ANKLE_STABILITY_STRESS","LOW_LEVEL_REACTIVE_IMPACT","MOTOR_LEARNING_LOAD","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","NONE","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","HIGH","MODERATE","MODERATE","HIGH","HIGH","MEDIUM","NONE"
"ex_216351a1","가벼운 콕줍기","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","LIGHT_SHUTTLE_PICKUP","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","NONE"
"ex_ac7df636","고블릿 스쿼트","EXERCISE","PROGRAM_SELECTABLE","SQUAT_VARIANTS","GOBLET_SQUAT","KNEE_DOMINANT_ACCESSORY","SQUAT_PATTERN_ACCESSORY","VOLUME_LOAD","SQUAT_PATTERN_ACCESSORY","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","LOW_LOAD_PREHAB_CONTROL_STRESS","QUADRICEPS_LOAD|GLUTE_LOAD|KNEE_CONTROL_LOAD|HIP_STABILITY_LOAD","PATELLAR_TENDON_STRESS","KNEE_HIP_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","HIGH","SHORT","NONE"
"ex_1cf51b6b","노르딕 햄스트링 컬","EXERCISE","PROGRAM_SELECTABLE","NORDIC_HAMSTRING_ECCENTRIC","NORDIC_HAMSTRING_CURL","POSTERIOR_CHAIN_ACCESSORY","NORDIC_HAMSTRING_ECCENTRIC","REPS_AT_LOAD","NORDIC_HAMSTRING_ECCENTRIC","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE","ECCENTRIC_TENDON_STRESS","HAMSTRING_LOAD|REPEATED_PATTERN_LOAD","HAMSTRING_TENDON_STRESS","KNEE_ROTATIONAL_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","NONE","NONE","NONE","VERY_LONG","VERY_HIGH","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","MODERATE","LOW","VERY_HIGH","VERY_HIGH","HIGH","VERY_LONG","NONE"
"ex_d5bdffe1","데드버그","EXERCISE","PROGRAM_SELECTABLE","ANTI_ROTATION_ANTI_EXTENSION_CORE","DEAD_BUG","CORE_STABILITY_ACCESSORY","CORE_BRACING_CONTROL","TIME_OR_REPS","CORE_BRACING_CONTROL","ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","ISOMETRIC_CORE_BRACING_STRESS","CORE_BRACING_LOAD|ANTI_ROTATION_LOAD","NONE","LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","MODERATE","SHORT","NONE"
"ex_d6726746","드롭 점프","EXERCISE","PROGRAM_SELECTABLE","PLYOMETRIC_JUMP_VARIANTS","DROP_JUMP","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","PLYOMETRIC_LANDING_STRESS","QUAD_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|LANDING_LOAD|DECELERATION_LOAD","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS","HIGH_AMPLITUDE_JUMP_LANDING_STRESS","NONE","NONE","LONG","HIGH","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
"ex_a3ddd8ac","라인 홉","EXERCISE","PROGRAM_SELECTABLE","ANKLE_STIFFNESS_SSC_CONDITIONING","LINE_HOP","ANKLE_SSC_CONDITIONING","ANKLE_STIFFNESS_SSC_CONDITIONING","TIME_OR_REPS","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","ANKLE_SSC_REACTIVE_STRESS","CALF_ANKLE_SSC_LOAD|REPEATED_PATTERN_LOAD|LANDING_LOAD","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_EVERSION_CONTROL_STRESS","REPEATED_LOW_AMPLITUDE_IMPACT_STRESS","NONE","NONE","LONG","HIGH","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","HIGH","MODERATE","MODERATE","HIGH","HIGH","LONG","NONE"
"ex_34e7d21","래터럴 바운드","EXERCISE","PROGRAM_SELECTABLE","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_BOUND_TO_STICK","DECELERATION_LANDING","LATERAL_DECELERATION_SSC","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","PLYOMETRIC_LANDING_STRESS","FRONTAL_PLANE_LOAD|DECELERATION_LOAD|LANDING_LOAD|SINGLE_LEG_STABILITY_LOAD|CALF_ANKLE_SSC_LOAD","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DIRECTION_CHANGE_IMPACT_STRESS","NONE","NONE","LONG","HIGH","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
"ex_69a56484","래터럴 스텝다운","EXERCISE","PROGRAM_SELECTABLE","STEP_UP_VARIANTS","LATERAL_STEP_DOWN","UNILATERAL_LOWER_ACCESSORY","STEP_UP_SINGLE_LEG_KNEE_HIP_EXTENSION","LOAD_REPS","STEP_UP_SINGLE_LEG_KNEE_HIP_EXTENSION","STRENGTH_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","UNILATERAL_LOWER_STABILITY_STRESS","QUADRICEPS_LOAD|GLUTE_LOAD|HIP_STABILITY_LOAD","PATELLAR_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_64422511","랜덤 방향전환 드릴","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","RANDOM_CHANGE_OF_DIRECTION_DRILL","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","RANDOM_BEEP_CUE"
"ex_c5f4c242","랜덤 비프 풋워크","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","RANDOM_BEEP_FOOTWORK","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","RANDOM_BEEP_CUE"
"ex_1c7f2342","랜덤 풋워크","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","RANDOM_FOOTWORK","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","RANDOM_BEEP_CUE"
"ex_4773b6ea","린단 참고 트랙 스프린트","EXERCISE","PROGRAM_SELECTABLE","SPRINT_ACCELERATION_CONDITIONING","TRACK_SPRINT","CONDITIONING","SPRINT_ACCELERATION_CONDITIONING","TIME_DISTANCE","NOT_APPLICABLE","FATIGUE|SESSION_LOAD|BALANCE","CARDIO_CONDITIONING_STRESS","ACCELERATION_LOAD|HAMSTRING_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|NEURAL_LOAD","ACHILLES_TENDON_STRESS|HAMSTRING_TENDON_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","REPEATED_LOW_AMPLITUDE_IMPACT_STRESS","NONE","NONE","LONG","HIGH","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","NONE","ACCELERATION|ANAEROBIC_REPEATABILITY","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","HIGH","MODERATE","HIGH","MODERATE","LONG","NONE"
"ex_5004ca76","린단 참고 페이스 체인지 풋워크","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","PACE_CHANGE_FOOTWORK","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","NONE"
"ex_752b45ae","멀티셔틀 풋워크","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","MULTI_SHUTTLE_FOOTWORK","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","LONG","HIGH","DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT","SPLIT_STEP|CHANGE_OF_DIRECTION|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY|ANAEROBIC_REPEATABILITY","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
"ex_26ac0c19","메디신볼 슬램","EXERCISE","PROGRAM_SELECTABLE","POWER_CORE_SHOULDER","MEDICINE_BALL_SLAM","POWER_CORE_SHOULDER","POWER_CORE_SHOULDER","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","BALLISTIC_POWER_STRESS","CORE_BRACING_LOAD|ANTERIOR_SHOULDER_LOAD|TRICEPS_LOAD|NEURAL_LOAD","NONE","SHOULDER_JOINT_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","HIGH","SUPPORTIVE","OVERHEAD_POWER_SUPPORTIVE|CORE_POWER_SUPPORTIVE","OVERHEAD_POWER","CORE_BRACING|SHOULDER_DURABILITY|UPPER_BODY_POWER","MEDIUM","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","HIGH","HIGH","MODERATE","HIGH","HIGH","MEDIUM","NONE"
"ex_16b298db","미니밴드 사이드워크","EXERCISE","PROGRAM_SELECTABLE","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","MINIBAND_SIDEWALK","HIP_ABDUCTOR_GLUTE_MED_ACCESSORY","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","LOAD_REPS_OR_REPS","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","ISOLATION_ACCESSORY_STRESS","GLUTE_MED_LOCAL_LOAD|HIP_ABDUCTION_LOAD","GLUTE_MED_TENDON_STRESS","HIP_PELVIS_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_8354acd","바이퍼 트위스트(아래로)","EXERCISE","PROGRAM_SELECTABLE","POWER_CORE_SHOULDER","VIPR_DOWNWARD_TWIST","POWER_CORE_SHOULDER","POWER_CORE_SHOULDER","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BALANCE","DYNAMIC_CORE_FLEXION_STRESS","CORE_BRACING_LOAD|CORE_ANTI_ROTATION_LOAD|STABILITY_COORDINATION_LOAD","NONE","NONE","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING|SHOULDER_DURABILITY","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","LOW","LOW","HIGH","LOW","MODERATE","MEDIUM","NONE"
"ex_6232f4bc","박스 스텝업","EXERCISE","PROGRAM_SELECTABLE","STEP_UP_VARIANTS","BOX_STEP_UP","UNILATERAL_LOWER_ACCESSORY","STEP_UP_SINGLE_LEG_KNEE_HIP_EXTENSION","LOAD_REPS","STEP_UP_SINGLE_LEG_KNEE_HIP_EXTENSION","STRENGTH_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","UNILATERAL_LOWER_STABILITY_STRESS","QUADRICEPS_LOAD|GLUTE_LOAD|HIP_STABILITY_LOAD","PATELLAR_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_d9e141e4","박스 점프","EXERCISE","PROGRAM_SELECTABLE","PLYOMETRIC_JUMP_VARIANTS","BOX_JUMP","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|BADMINTON_SUPPORTIVE|BALANCE","PLYOMETRIC_LANDING_STRESS","QUAD_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|LANDING_LOAD|DECELERATION_LOAD","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS","HIGH_AMPLITUDE_JUMP_LANDING_STRESS","NONE","NONE","LONG","HIGH","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
